,content,page_number,pdf_name,t_x1,t_x2,t_y1,t_y2,x1,x2,y1,y2
11907,(733.9–746.8),2,us-025,114,81,267,474,526,571,376,384
11908,≥85,2,us-025,114,81,267,474,51,64,364,372
11909,208,2,us-025,114,81,267,474,93,106,364,372
11910,"1,271.7",2,us-025,114,81,267,474,114,137,364,372
11911,"(1,098.9–1,444.5)",2,us-025,114,81,267,474,145,201,364,372
11912,"1,331",2,us-025,114,81,267,474,211,229,364,372
11913,"1,665.5",2,us-025,114,81,267,474,237,261,364,372
11914,"(1,576.0–1,754.9)",2,us-025,114,81,267,474,268,325,364,372
11915,"7,111",2,us-025,114,81,267,474,335,353,364,372
11916,"2,599.5",2,us-025,114,81,267,474,360,384,364,372
11917,"(2,539.1–2,660.0)",2,us-025,114,81,267,474,391,447,364,372
11918,"89,442",2,us-025,114,81,267,474,459,482,364,372
11919,"2,761.6",2,us-025,114,81,267,474,490,513,364,372
11920,"(2,743.6–2,779.7)",2,us-025,114,81,267,474,521,577,364,372
11921,total,2,us-025,114,81,267,474,45,62,352,360
11922,777,2,us-025,114,81,267,474,93,106,352,360
11923,163.8,2,us-025,114,81,267,474,118,137,352,360
11924,(152.3–175.3),2,us-025,114,81,267,474,150,197,352,360
11925,"3,229",2,us-025,114,81,267,474,210,229,352,360
11926,130.9,2,us-025,114,81,267,474,242,261,352,360
11927,(126.3–135.4),2,us-025,114,81,267,474,273,320,352,360
11928,"21,284",2,us-025,114,81,267,474,329,353,352,360
11929,324.9,2,us-025,114,81,267,474,364,384,352,360
11930,(320.6–329.3),2,us-025,114,81,267,474,395,442,352,360
11931,"173,720",2,us-025,114,81,267,474,454,482,352,360
11932,344.3,2,us-025,114,81,267,474,494,513,352,360
11933,(342.6–345.9),2,us-025,114,81,267,474,525,572,352,360
11934,Men,2,us-025,114,81,267,474,45,60,340,348
11935,45–54,2,us-025,114,81,267,474,51,71,328,336
11936,164,2,us-025,114,81,267,474,93,106,328,336
11937,81.0,2,us-025,114,81,267,474,123,137,328,336
11938,(68.6–93.4),2,us-025,114,81,267,474,155,191,328,336
11939,374,2,us-025,114,81,267,474,217,229,328,336
11940,39.9,2,us-025,114,81,267,474,247,261,328,336
11941,(35.8–43.9),2,us-025,114,81,267,474,278,315,328,336
11942,"3,140",2,us-025,114,81,267,474,335,353,328,336
11943,130.9,2,us-025,114,81,267,474,365,384,328,336
11944,(126.3–135.5),2,us-025,114,81,267,474,396,441,328,336
11945,"15,294",2,us-025,114,81,267,474,459,482,328,336
11946,86.2,2,us-025,114,81,267,474,499,513,328,336
11947,(84.8–87.5),2,us-025,114,81,267,474,531,567,328,336
11948,55–64,2,us-025,114,81,267,474,51,71,316,324
11949,241,2,us-025,114,81,267,474,93,106,316,324
11950,191.7,2,us-025,114,81,267,474,119,137,316,324
11951,(167.5–215.9),2,us-025,114,81,267,474,151,195,316,324
11952,690,2,us-025,114,81,267,474,217,229,316,324
11953,114.0,2,us-025,114,81,267,474,243,261,316,324
11954,(105.5–122.5),2,us-025,114,81,267,474,274,319,316,324
11955,"4,890",2,us-025,114,81,267,474,335,353,316,324
11956,340.1,2,us-025,114,81,267,474,365,384,316,324
11957,(330.6–349.7),2,us-025,114,81,267,474,396,441,316,324
11958,"27,772",2,us-025,114,81,267,474,459,482,316,324
11959,212.7,2,us-025,114,81,267,474,495,513,316,324
11960,(210.2–215.2),2,us-025,114,81,267,474,526,571,316,324
11961,65–74,2,us-025,114,81,267,474,51,71,303,311
11962,256,2,us-025,114,81,267,474,93,106,303,311
11963,424.4,2,us-025,114,81,267,474,119,137,303,311
11964,(372.4–476.4),2,us-025,114,81,267,474,151,195,303,311
11965,858,2,us-025,114,81,267,474,217,229,303,311
11966,261.7,2,us-025,114,81,267,474,243,261,303,311
11967,(244.2–279.2),2,us-025,114,81,267,474,274,319,303,311
11968,"5,300",2,us-025,114,81,267,474,335,353,303,311
11969,704.9,2,us-025,114,81,267,474,365,384,303,311
11970,(685.9–723.9),2,us-025,114,81,267,474,396,441,303,311
11971,"36,434",2,us-025,114,81,267,474,459,482,303,311
11972,483.8,2,us-025,114,81,267,474,495,513,303,311
11973,(478.9–488.8),2,us-025,114,81,267,474,526,571,303,311
11974,75–84,2,us-025,114,81,267,474,51,71,291,299
11975,248,2,us-025,114,81,267,474,93,106,291,299
11976,900.6,2,us-025,114,81,267,474,119,137,291,299
11977,"(788.5–1,012.7)",2,us-025,114,81,267,474,148,198,291,299
11978,"1,191",2,us-025,114,81,267,474,211,229,291,299
11979,736.4,2,us-025,114,81,267,474,243,261,291,299
11980,(694.6–778.2),2,us-025,114,81,267,474,274,319,291,299
11981,"5,384",2,us-025,114,81,267,474,335,353,291,299
11982,"1,456.9",2,us-025,114,81,267,474,360,384,291,299
11983,"(1,418.0–1,495.8)",2,us-025,114,81,267,474,391,447,291,299
11984,"60,452",2,us-025,114,81,267,474,459,482,291,299
11985,"1,275.5",2,us-025,114,81,267,474,489,513,291,299
11986,"(1,265.3–1,285.7)",2,us-025,114,81,267,474,521,577,291,299
11987,≥85,2,us-025,114,81,267,474,51,64,279,287
11988,113,2,us-025,114,81,267,474,93,106,279,287
11989,"1,441.7",2,us-025,114,81,267,474,114,137,279,287
11990,"(1,175.9–1,707.5)",2,us-025,114,81,267,474,145,201,279,287
11991,"1,045",2,us-025,114,81,267,474,211,229,279,287
11992,"2,169.9",2,us-025,114,81,267,474,237,261,279,287
11993,"(2,038.3–2,301.5)",2,us-025,114,81,267,474,268,325,279,287
11994,"2,973",2,us-025,114,81,267,474,335,353,279,287
11995,"2,656.7",2,us-025,114,81,267,474,360,384,279,287
11996,"(2,561.2–2,752.2)",2,us-025,114,81,267,474,391,447,279,287
11997,"51,632",2,us-025,114,81,267,474,459,482,279,287
11998,"3,396.0",2,us-025,114,81,267,474,489,513,279,287
11999,"(3,366.7–3,425.3)",2,us-025,114,81,267,474,521,577,279,287
12000,total,2,us-025,114,81,267,474,45,62,267,275
12001,"1,022",2,us-025,114,81,267,474,87,106,267,275
12002,241.1,2,us-025,114,81,267,474,118,137,267,275
12003,(226.3–255.8),2,us-025,114,81,267,474,150,197,267,275
12004,"4,158",2,us-025,114,81,267,474,210,229,267,275
12005,199.8,2,us-025,114,81,267,474,242,261,267,275
12006,(193.7–205.9),2,us-025,114,81,267,474,273,320,267,275
12007,"21,687",2,us-025,114,81,267,474,329,353,267,275
12008,427.8,2,us-025,114,81,267,474,364,384,267,275
12009,(422.1–433.5),2,us-025,114,81,267,474,395,442,267,275
12010,"191,584",2,us-025,114,81,267,474,454,482,267,275
12011,429.6,2,us-025,114,81,267,474,494,513,267,275
12012,(427.7–431.5),2,us-025,114,81,267,474,525,572,267,275
12013,"Age
group
(yrs)",3,us-025,102,92,586,696,36,57,660,686
12014,Women,3,us-025,102,92,586,696,180,207,688,696
12015,Men,3,us-025,102,92,586,696,436,451,688,696
12016,Hispanic,3,us-025,102,92,586,696,115,145,674,682
12017,non-Hispanic,3,us-025,102,92,586,696,232,278,674,682
12018,Hispanic,3,us-025,102,92,586,696,366,395,674,682
12019,non-Hispanic,3,us-025,102,92,586,696,482,529,674,682
12020,no.,3,us-025,102,92,586,696,77,89,660,668
12021,Rate,3,us-025,102,92,586,696,106,121,660,668
12022,(95% CI),3,us-025,102,92,586,696,147,175,660,668
12023,no.,3,us-025,102,92,586,696,202,214,660,668
12024,Rate,3,us-025,102,92,586,696,232,248,660,668
12025,(95% CI),3,us-025,102,92,586,696,273,301,660,668
12026,no.,3,us-025,102,92,586,696,327,339,660,668
12027,Rate,3,us-025,102,92,586,696,355,370,660,668
12028,(95% CI),3,us-025,102,92,586,696,396,425,660,668
12029,no.,3,us-025,102,92,586,696,454,465,660,668
12030,Rate,3,us-025,102,92,586,696,484,500,660,668
12031,(95% CI),3,us-025,102,92,586,696,524,552,660,668
12032,45–54,3,us-025,102,92,586,696,36,57,646,654
12033,345,3,us-025,102,92,586,696,80,92,646,654
12034,15.5,3,us-025,102,92,586,696,107,121,646,654
12035,(13.8–17.1),3,us-025,102,92,586,696,143,179,646,654
12036,"5,663",3,us-025,102,92,586,696,202,220,646,654
12037,28.7,3,us-025,102,92,586,696,237,251,646,654
12038,(27.9–29.4),3,us-025,102,92,586,696,269,305,646,654
12039,"1,205",3,us-025,102,92,586,696,325,343,646,654
12040,52.7,3,us-025,102,92,586,696,359,373,646,654
12041,(49.7–55.7),3,us-025,102,92,586,696,392,429,646,654
12042,"17,707",3,us-025,102,92,586,696,450,472,646,654
12043,93.2,3,us-025,102,92,586,696,489,503,646,654
12044,(91.8–94.6),3,us-025,102,92,586,696,520,556,646,654
12045,55–64,3,us-025,102,92,586,696,36,57,635,643
12046,806,3,us-025,102,92,586,696,80,92,635,643
12047,60.9,3,us-025,102,92,586,696,107,121,635,643
12048,(56.7–65.1),3,us-025,102,92,586,696,143,179,635,643
12049,"12,273",3,us-025,102,92,586,696,198,220,635,643
12050,81.6,3,us-025,102,92,586,696,237,251,635,643
12051,(80.2–83.0),3,us-025,102,92,586,696,269,305,635,643
12052,"1,906",3,us-025,102,92,586,696,325,343,635,643
12053,156.5,3,us-025,102,92,586,696,355,373,635,643
12054,(149.5–163.6),3,us-025,102,92,586,696,388,433,635,643
12055,"31,564",3,us-025,102,92,586,696,450,472,635,643
12056,225.4,3,us-025,102,92,586,696,485,503,635,643
12057,(222.9–227.8),3,us-025,102,92,586,696,516,561,635,643
12058,65–74,3,us-025,102,92,586,696,36,57,623,631
12059,"1,512",3,us-025,102,92,586,696,74,92,623,631
12060,199.2,3,us-025,102,92,586,696,103,121,623,631
12061,(189.2–209.2),3,us-025,102,92,586,696,139,183,623,631
12062,"22,270",3,us-025,102,92,586,696,198,220,623,631
12063,234.7,3,us-025,102,92,586,696,233,251,623,631
12064,(231.6–237.8),3,us-025,102,92,586,696,265,310,623,631
12065,"2,430",3,us-025,102,92,586,696,325,343,623,631
12066,394.1,3,us-025,102,92,586,696,355,373,623,631
12067,(378.5–409.8),3,us-025,102,92,586,696,388,433,623,631
12068,"40,266",3,us-025,102,92,586,696,450,472,623,631
12069,500.0,3,us-025,102,92,586,696,485,503,623,631
12070,(495.1–504.9),3,us-025,102,92,586,696,516,561,623,631
12071,75–84,3,us-025,102,92,586,696,36,57,612,620
12072,"3,012",3,us-025,102,92,586,696,74,92,612,620
12073,666.6,3,us-025,102,92,586,696,103,121,612,620
12074,(642.8–690.4),3,us-025,102,92,586,696,139,183,612,620
12075,"54,839",3,us-025,102,92,586,696,198,220,612,620
12076,751.6,3,us-025,102,92,586,696,233,251,612,620
12077,(745.3–757.9),3,us-025,102,92,586,696,265,310,612,620
12078,"3,235",3,us-025,102,92,586,696,325,343,612,620
12079,"1,022.8",3,us-025,102,92,586,696,350,373,612,620
12080,"(987.6–1,058.1)",3,us-025,102,92,586,696,385,436,612,620
12081,"63,916",3,us-025,102,92,586,696,450,472,612,620
12082,"1,282.9",3,us-025,102,92,586,696,479,503,612,620
12083,"(1,273.0–1,292.9)",3,us-025,102,92,586,696,510,566,612,620
12084,≥85,3,us-025,102,92,586,696,36,49,600,608
12085,"3,694",3,us-025,102,92,586,696,74,92,600,608
12086,"2,213.2",3,us-025,102,92,586,696,98,121,600,608
12087,"(2,141.8–2,284.5)",3,us-025,102,92,586,696,133,189,600,608
12088,"94,269",3,us-025,102,92,586,696,198,220,600,608
12089,"2,739.1",3,us-025,102,92,586,696,227,251,600,608
12090,"(2,721.6–2,756.6)",3,us-025,102,92,586,696,259,315,600,608
12091,"2,176",3,us-025,102,92,586,696,325,343,600,608
12092,"2,453.9",3,us-025,102,92,586,696,350,373,600,608
12093,"(2,350.8–2,557.0)",3,us-025,102,92,586,696,382,438,600,608
12094,"53,499",3,us-025,102,92,586,696,450,472,600,608
12095,"3,344.5",3,us-025,102,92,586,696,479,503,600,608
12096,"(3,316.2–3,372.9)",3,us-025,102,92,586,696,510,566,600,608
12097,total,3,us-025,102,92,586,696,36,53,586,594
12098,"9,369",3,us-025,102,92,586,696,73,92,586,594
12099,190.0,3,us-025,102,92,586,696,102,121,586,594
12100,(186.2–193.9),3,us-025,102,92,586,696,138,184,586,594
12101,"189,314",3,us-025,102,92,586,696,192,220,586,594
12102,344.1,3,us-025,102,92,586,696,232,251,586,594
12103,(342.5–345.6),3,us-025,102,92,586,696,264,311,586,594
12104,"10,952",3,us-025,102,92,586,696,320,343,586,594
12105,242.0,3,us-025,102,92,586,696,354,373,586,594
12106,(237.5–246.5),3,us-025,102,92,586,696,387,434,586,594
12107,"206,952",3,us-025,102,92,586,696,445,472,586,594
12108,434.4,3,us-025,102,92,586,696,484,503,586,594
12109,(432.5–436.2),3,us-025,102,92,586,696,515,562,586,594
12110,"Age
group
(yrs)",3,us-025,105,88,349,524,36,57,488,514
12111,Race,3,us-025,105,88,349,524,310,326,516,524
12112,American Indian/Alaska native,3,us-025,105,88,349,524,77,184,502,510
12113,Asian/PaciicIslander,3,us-025,105,88,349,524,218,293,502,510
12114,Black,3,us-025,105,88,349,524,372,390,502,510
12115,White,3,us-025,105,88,349,524,496,516,502,510
12116,no.,3,us-025,105,88,349,524,77,88,488,496
12117,Rate,3,us-025,105,88,349,524,105,120,488,496
12118,(95%CI),3,us-025,105,88,349,524,146,175,488,496
12119,no.,3,us-025,105,88,349,524,202,213,488,496
12120,Rate,3,us-025,105,88,349,524,230,245,488,496
12121,(95%CI),3,us-025,105,88,349,524,272,300,488,496
12122,no.,3,us-025,105,88,349,524,327,338,488,496
12123,Rate,3,us-025,105,88,349,524,355,371,488,496
12124,(95% CI),3,us-025,105,88,349,524,397,423,488,496
12125,no.,3,us-025,105,88,349,524,452,463,488,496
12126,Rate,3,us-025,105,88,349,524,480,496,488,496
12127,(95% CI),3,us-025,105,88,349,524,522,550,488,496
12128,Women,3,us-025,105,88,349,524,36,63,474,482
12129,45–54,3,us-025,105,88,349,524,42,63,465,473
12130,19,3,us-025,105,88,349,524,80,88,465,473
12131,—,3,us-025,105,88,349,524,113,121,465,473
12132,—,3,us-025,105,88,349,524,153,161,465,473
12133,109,3,us-025,105,88,349,524,205,217,465,473
12134,10.4,3,us-025,105,88,349,524,235,249,465,473
12135,(8.4–12.3),3,us-025,105,88,349,524,267,300,465,473
12136,875,3,us-025,105,88,349,524,330,343,465,473
12137,31.3,3,us-025,105,88,349,524,360,374,465,473
12138,(29.3–33.4),3,us-025,105,88,349,524,390,427,465,473
12139,"1,856",3,us-025,105,88,349,524,450,468,465,473
12140,10.4,3,us-025,105,88,349,524,485,499,465,473
12141,(9.9–10.8),3,us-025,105,88,349,524,520,552,465,473
12142,55–64,3,us-025,105,88,349,524,42,63,455,463
12143,22,3,us-025,105,88,349,524,80,88,455,463
12144,16.2,3,us-025,105,88,349,524,110,124,455,463
12145,(10.2–24.5),3,us-025,105,88,349,524,140,177,455,463
12146,202,3,us-025,105,88,349,524,205,217,455,463
12147,28.8,3,us-025,105,88,349,524,235,249,455,463
12148,(24.8–32.7),3,us-025,105,88,349,524,265,302,455,463
12149,"1,090",3,us-025,105,88,349,524,324,343,455,463
12150,61.1,3,us-025,105,88,349,524,360,374,455,463
12151,(57.5–64.7),3,us-025,105,88,349,524,390,427,455,463
12152,"3,307",3,us-025,105,88,349,524,450,468,455,463
12153,24.1,3,us-025,105,88,349,524,485,499,455,463
12154,(23.2–24.9),3,us-025,105,88,349,524,518,554,455,463
12155,65–74,3,us-025,105,88,349,524,42,63,446,454
12156,55,3,us-025,105,88,349,524,80,88,446,454
12157,78.8,3,us-025,105,88,349,524,110,124,446,454
12158,(59.4–102.5),3,us-025,105,88,349,524,138,179,446,454
12159,322,3,us-025,105,88,349,524,205,217,446,454
12160,80.8,3,us-025,105,88,349,524,235,249,446,454
12161,(72.0–89.6),3,us-025,105,88,349,524,265,302,446,454
12162,"1,565",3,us-025,105,88,349,524,324,343,446,454
12163,148.9,3,us-025,105,88,349,524,356,374,446,454
12164,(141.5–156.3),3,us-025,105,88,349,524,386,431,446,454
12165,"6,918",3,us-025,105,88,349,524,450,468,446,454
12166,79.3,3,us-025,105,88,349,524,485,499,446,454
12167,(77.4–81.1),3,us-025,105,88,349,524,518,554,446,454
12168,75–84,3,us-025,105,88,349,524,42,63,436,444
12169,99,3,us-025,105,88,349,524,80,88,436,444
12170,267.6,3,us-025,105,88,349,524,106,124,436,444
12171,(217.5–325.8),3,us-025,105,88,349,524,136,181,436,444
12172,669,3,us-025,105,88,349,524,205,217,436,444
12173,284.2,3,us-025,105,88,349,524,231,249,436,444
12174,(262.7–305.7),3,us-025,105,88,349,524,261,306,436,444
12175,"2,701",3,us-025,105,88,349,524,324,343,436,444
12176,415.6,3,us-025,105,88,349,524,356,374,436,444
12177,(400.0–431.3),3,us-025,105,88,349,524,386,431,436,444
12178,"21,943",3,us-025,105,88,349,524,445,468,436,444
12179,321.5,3,us-025,105,88,349,524,481,499,436,444
12180,(317.2–325.7),3,us-025,105,88,349,524,514,558,436,444
12181,≥85,3,us-025,105,88,349,524,42,55,427,435
12182,106,3,us-025,105,88,349,524,76,88,427,435
12183,648.1,3,us-025,105,88,349,524,106,124,427,435
12184,(524.7–771.5),3,us-025,105,88,349,524,136,181,427,435
12185,621,3,us-025,105,88,349,524,205,217,427,435
12186,777.0,3,us-025,105,88,349,524,231,249,427,435
12187,(715.9–838.2),3,us-025,105,88,349,524,261,306,427,435
12188,"2,901",3,us-025,105,88,349,524,324,343,427,435
12189,"1,060.5",3,us-025,105,88,349,524,350,374,427,435
12190,"(1,021.9–1,099.1)",3,us-025,105,88,349,524,381,437,427,435
12191,"35,698",3,us-025,105,88,349,524,445,468,427,435
12192,"1,102.2",3,us-025,105,88,349,524,475,499,427,435
12193,"(1,090.8–1,113.7)",3,us-025,105,88,349,524,508,564,427,435
12194,total,3,us-025,105,88,349,524,36,53,418,426
12195,301,3,us-025,105,88,349,524,75,88,418,426
12196,63.4,3,us-025,105,88,349,524,109,124,418,426
12197,(56.3–70.6),3,us-025,105,88,349,524,139,178,418,426
12198,"1,923",3,us-025,105,88,349,524,198,217,418,426
12199,77.9,3,us-025,105,88,349,524,234,249,418,426
12200,(74.5–81.4),3,us-025,105,88,349,524,264,303,418,426
12201,"9,132",3,us-025,105,88,349,524,323,343,418,426
12202,139.4,3,us-025,105,88,349,524,355,374,418,426
12203,(136.5–142.3),3,us-025,105,88,349,524,385,432,418,426
12204,"69,722",3,us-025,105,88,349,524,444,468,418,426
12205,138.2,3,us-025,105,88,349,524,480,499,418,426
12206,(137.1–139.2),3,us-025,105,88,349,524,513,559,418,426
12207,Men,3,us-025,105,88,349,524,36,52,408,416
12208,45–54,3,us-025,105,88,349,524,42,63,399,407
12209,33,3,us-025,105,88,349,524,80,88,399,407
12210,16.3,3,us-025,105,88,349,524,110,124,399,407
12211,(11.2–22.9),3,us-025,105,88,349,524,140,177,399,407
12212,126,3,us-025,105,88,349,524,205,217,399,407
12213,13.4,3,us-025,105,88,349,524,235,249,399,407
12214,(11.1–15.8),3,us-025,105,88,349,524,265,302,399,407
12215,"1,044",3,us-025,105,88,349,524,324,343,399,407
12216,43.5,3,us-025,105,88,349,524,360,374,399,407
12217,(40.9–46.2),3,us-025,105,88,349,524,390,427,399,407
12218,"2,279",3,us-025,105,88,349,524,450,468,399,407
12219,12.8,3,us-025,105,88,349,524,485,499,399,407
12220,(12.3–13.4),3,us-025,105,88,349,524,518,554,399,407
12221,55–64,3,us-025,105,88,349,524,42,63,389,397
12222,44,3,us-025,105,88,349,524,80,88,389,397
12223,35.0,3,us-025,105,88,349,524,110,124,389,397
12224,(25.4–47.0),3,us-025,105,88,349,524,140,177,389,397
12225,220,3,us-025,105,88,349,524,205,217,389,397
12226,36.3,3,us-025,105,88,349,524,235,249,389,397
12227,(31.5–41.1),3,us-025,105,88,349,524,265,302,389,397
12228,"1,523",3,us-025,105,88,349,524,324,343,389,397
12229,105.9,3,us-025,105,88,349,524,356,374,389,397
12230,(100.6–111.3),3,us-025,105,88,349,524,386,431,389,397
12231,"4,110",3,us-025,105,88,349,524,450,468,389,397
12232,31.5,3,us-025,105,88,349,524,485,499,389,397
12233,(30.5–32.4),3,us-025,105,88,349,524,518,554,389,397
12234,65–74,3,us-025,105,88,349,524,42,63,380,388
12235,50,3,us-025,105,88,349,524,80,88,380,388
12236,82.9,3,us-025,105,88,349,524,110,124,380,388
12237,(61.5–109.3),3,us-025,105,88,349,524,138,179,380,388
12238,357,3,us-025,105,88,349,524,205,217,380,388
12239,108.9,3,us-025,105,88,349,524,231,249,380,388
12240,(97.6–120.2),3,us-025,105,88,349,524,263,304,380,388
12241,"1,644",3,us-025,105,88,349,524,324,343,380,388
12242,218.7,3,us-025,105,88,349,524,356,374,380,388
12243,(208.1–229.2),3,us-025,105,88,349,524,386,431,380,388
12244,"7,312",3,us-025,105,88,349,524,450,468,380,388
12245,97.1,3,us-025,105,88,349,524,485,499,380,388
12246,(94.9–99.3),3,us-025,105,88,349,524,518,554,380,388
12247,75–84,3,us-025,105,88,349,524,42,63,370,378
12248,48,3,us-025,105,88,349,524,80,88,370,378
12249,174.3,3,us-025,105,88,349,524,106,124,370,378
12250,(128.5–231.1),3,us-025,105,88,349,524,136,181,370,378
12251,477,3,us-025,105,88,349,524,205,217,370,378
12252,294.9,3,us-025,105,88,349,524,231,249,370,378
12253,(268.5–321.4),3,us-025,105,88,349,524,261,306,370,378
12254,"1,741",3,us-025,105,88,349,524,324,343,370,378
12255,471.1,3,us-025,105,88,349,524,356,374,370,378
12256,(449.0–493.2),3,us-025,105,88,349,524,386,431,370,378
12257,"16,041",3,us-025,105,88,349,524,445,468,370,378
12258,338.5,3,us-025,105,88,349,524,481,499,370,378
12259,(333.2–343.7),3,us-025,105,88,349,524,514,558,370,378
12260,≥85,3,us-025,105,88,349,524,42,55,361,369
12261,27,3,us-025,105,88,349,524,80,88,361,369
12262,344.5,3,us-025,105,88,349,524,106,124,361,369
12263,(227.0–501.2),3,us-025,105,88,349,524,136,181,361,369
12264,417,3,us-025,105,88,349,524,205,217,361,369
12265,865.9,3,us-025,105,88,349,524,231,249,361,369
12266,(782.8–949.0),3,us-025,105,88,349,524,261,306,361,369
12267,987,3,us-025,105,88,349,524,330,343,361,369
12268,882.0,3,us-025,105,88,349,524,356,374,361,369
12269,(827.0–937.0),3,us-025,105,88,349,524,386,431,361,369
12270,"14,311",3,us-025,105,88,349,524,445,468,361,369
12271,941.3,3,us-025,105,88,349,524,481,499,361,369
12272,(925.9–956.7),3,us-025,105,88,349,524,514,558,361,369
12273,total,3,us-025,105,88,349,524,36,53,349,357
12274,202,3,us-025,105,88,349,524,75,88,349,357
12275,47.6,3,us-025,105,88,349,524,109,124,349,357
12276,(41.1–54.2),3,us-025,105,88,349,524,139,178,349,357
12277,"1,597",3,us-025,105,88,349,524,198,217,349,357
12278,76.7,3,us-025,105,88,349,524,234,249,349,357
12279,(73.0–80.5),3,us-025,105,88,349,524,264,303,349,357
12280,"6,939",3,us-025,105,88,349,524,323,343,349,357
12281,136.9,3,us-025,105,88,349,524,355,374,349,357
12282,(133.7–140.1),3,us-025,105,88,349,524,385,432,349,357
12283,"44,053",3,us-025,105,88,349,524,444,468,349,357
12284,98.8,3,us-025,105,88,349,524,484,499,349,357
12285,(97.9–99.7),3,us-025,105,88,349,524,517,555,349,357
12286,"Age
group
(yrs)",3,us-025,115,95,171,271,36,57,235,261
12287,Women,3,us-025,115,95,171,271,184,211,263,271
12288,Men,3,us-025,115,95,171,271,438,454,263,271
12289,Hispanic,3,us-025,115,95,171,271,117,147,249,257
12290,non-Hispanic,3,us-025,115,95,171,271,235,282,249,257
12291,Hispanic,3,us-025,115,95,171,271,370,400,249,257
12292,non-Hispanic,3,us-025,115,95,171,271,483,530,249,257
12293,no.,3,us-025,115,95,171,271,83,95,235,243
12294,Rate,3,us-025,115,95,171,271,115,131,235,243
12295,(95% CI),3,us-025,115,95,171,271,151,180,235,243
12296,no.,3,us-025,115,95,171,271,205,216,235,243
12297,Rate,3,us-025,115,95,171,271,237,252,235,243
12298,(95% CI),3,us-025,115,95,171,271,278,306,235,243
12299,no.,3,us-025,115,95,171,271,336,348,235,243
12300,Rate,3,us-025,115,95,171,271,368,384,235,243
12301,(95% CI),3,us-025,115,95,171,271,404,433,235,243
12302,no.,3,us-025,115,95,171,271,458,470,235,243
12303,Rate,3,us-025,115,95,171,271,490,505,235,243
12304,(95% CI),3,us-025,115,95,171,271,526,555,235,243
12305,45–54,3,us-025,115,95,171,271,36,57,221,229
12306,263,3,us-025,115,95,171,271,90,103,221,229
12307,11.8,3,us-025,115,95,171,271,120,134,221,229
12308,(10.4–13.2),3,us-025,115,95,171,271,147,184,221,229
12309,"2,590",3,us-025,115,95,171,271,206,224,221,229
12310,13.1,3,us-025,115,95,171,271,242,256,221,229
12311,(12.6–13.6),3,us-025,115,95,171,271,274,310,221,229
12312,389,3,us-025,115,95,171,271,343,355,221,229
12313,17.0,3,us-025,115,95,171,271,373,387,221,229
12314,(15.3–18.7),3,us-025,115,95,171,271,400,437,221,229
12315,"3,080",3,us-025,115,95,171,271,459,477,221,229
12316,16.2,3,us-025,115,95,171,271,495,509,221,229
12317,(15.6–16.8),3,us-025,115,95,171,271,522,559,221,229
12318,55–64,3,us-025,115,95,171,271,36,57,212,220
12319,368,3,us-025,115,95,171,271,90,103,212,220
12320,27.8,3,us-025,115,95,171,271,120,134,212,220
12321,(25.0–30.7),3,us-025,115,95,171,271,147,184,212,220
12322,"4,243",3,us-025,115,95,171,271,206,224,212,220
12323,28.2,3,us-025,115,95,171,271,242,256,212,220
12324,(27.4–29.1),3,us-025,115,95,171,271,274,310,212,220
12325,501,3,us-025,115,95,171,271,343,355,212,220
12326,41.1,3,us-025,115,95,171,271,373,387,212,220
12327,(37.5–44.8),3,us-025,115,95,171,271,400,437,212,220
12328,"5,380",3,us-025,115,95,171,271,459,477,212,220
12329,38.4,3,us-025,115,95,171,271,495,509,212,220
12330,(37.4–39.4),3,us-025,115,95,171,271,522,559,212,220
12331,65–74,3,us-025,115,95,171,271,36,57,202,210
12332,584,3,us-025,115,95,171,271,90,103,202,210
12333,76.9,3,us-025,115,95,171,271,120,134,202,210
12334,(70.7–83.2),3,us-025,115,95,171,271,147,184,202,210
12335,"8,256",3,us-025,115,95,171,271,206,224,202,210
12336,87.0,3,us-025,115,95,171,271,242,256,202,210
12337,(85.1–88.9),3,us-025,115,95,171,271,274,310,202,210
12338,617,3,us-025,115,95,171,271,343,355,202,210
12339,100.1,3,us-025,115,95,171,271,369,387,202,210
12340,(92.2–108.0),3,us-025,115,95,171,271,398,439,202,210
12341,"8,723",3,us-025,115,95,171,271,459,477,202,210
12342,108.3,3,us-025,115,95,171,271,491,509,202,210
12343,(106.0–110.6),3,us-025,115,95,171,271,518,563,202,210
12344,75–84,3,us-025,115,95,171,271,36,57,193,201
12345,"1,087",3,us-025,115,95,171,271,85,103,193,201
12346,240.6,3,us-025,115,95,171,271,116,134,193,201
12347,(226.3–254.9),3,us-025,115,95,171,271,143,188,193,201
12348,"24,285",3,us-025,115,95,171,271,202,224,193,201
12349,332.8,3,us-025,115,95,171,271,238,256,193,201
12350,(328.6–337.0),3,us-025,115,95,171,271,270,314,193,201
12351,926,3,us-025,115,95,171,271,343,355,193,201
12352,292.8,3,us-025,115,95,171,271,369,387,193,201
12353,(273.9–311.6),3,us-025,115,95,171,271,396,441,193,201
12354,"17,350",3,us-025,115,95,171,271,455,477,193,201
12355,348.2,3,us-025,115,95,171,271,491,509,193,201
12356,(343.1–353.4),3,us-025,115,95,171,271,518,563,193,201
12357,≥85,3,us-025,115,95,171,271,36,49,183,191
12358,"1,240",3,us-025,115,95,171,271,85,103,183,191
12359,742.9,3,us-025,115,95,171,271,116,134,183,191
